Especialidad,Sector,Dia,ceit
1,5,100,2447
2,5,100,2604
3,5,100,2944
4,5,100,3198
5,5,100,3191
6,5,100,3774
1,6,100,1348
2,6,100,1425
3,6,100,1573
4,6,100,1784
5,6,100,1795
6,6,100,2105
1,7,100,3042
2,7,100,3223
3,7,100,3600
4,7,100,3991
5,7,100,3930
6,7,100,4676
1,8,100,2411
2,8,100,2647
3,8,100,2927
4,8,100,3120
5,8,100,3160
6,8,100,3767
1,1,101,2403
2,1,101,2597
3,1,101,2904
4,1,101,3173
5,1,101,3128
6,1,101,3741
1,2,101,1461
2,2,101,1700
3,2,101,1891
4,2,101,1992
5,2,101,1957
6,2,101,2349
1,3,101,1227
2,3,101,1291
3,3,101,1422
4,3,101,1544
5,3,101,1558
6,3,101,1837
1,4,101,3952
2,4,101,4285
3,4,101,4819
4,4,101,5262
5,4,101,5246
6,4,101,6009
1,5,101,2354
2,5,101,2640
3,5,101,2912
4,5,101,3182
5,5,101,3115
6,5,101,3742
1,6,101,1313
2,6,101,1412
3,6,101,1636
4,6,101,1767
5,6,101,1772
6,6,101,2106
1,7,101,3010
2,7,101,3234
3,7,101,3694
4,7,101,3922
5,7,101,3987
6,7,101,4689
1,8,101,2383
2,8,101,2614
3,8,101,2910
4,8,101,3176
5,8,101,3163
6,8,101,3763
1,1,102,2445
2,1,102,2616
3,1,102,2854
4,1,102,3122
5,1,102,3184
6,1,102,3713
1,2,102,1536
2,2,102,1648
3,2,102,1879
4,2,102,1903
5,2,102,1977
6,2,102,2334
1,3,102,1220
2,3,102,1252
3,3,102,1451
4,3,102,1528
5,3,102,1530
6,3,102,1894
1,4,102,4012
2,4,102,4275
3,4,102,4833
4,4,102,5252
5,4,102,5242
6,4,102,6007
1,5,102,2379
2,5,102,2569
3,5,102,2882
4,5,102,3156
5,5,102,3186
6,5,102,3714
1,6,102,1339
2,6,102,1419
3,6,102,1601
4,6,102,1711
5,6,102,1711
6,6,102,2053
1,7,102,2984
2,7,102,3212
3,7,102,3611
4,7,102,3961
5,7,102,3988
6,7,102,4665
1,8,102,2374
2,8,102,2587
3,8,102,2875
4,8,102,3169
5,8,102,3122
6,8,102,3751
1,1,103,2437
2,1,103,2614
3,1,103,2945
4,1,103,3179
5,1,103,3133
6,1,103,3748
1,2,103,1525
2,2,103,1606
3,2,103,1842
4,2,103,1928
5,2,103,1957
6,2,103,2381
1,3,103,1188
2,3,103,1313
3,3,103,1436
4,3,103,1569
5,3,103,1553
6,3,103,1826
1,4,103,3976
2,4,103,4277
3,4,103,4767
4,4,103,5239
5,4,103,5214
6,4,103,6002
1,5,103,2359
2,5,103,2630
3,5,103,2919
4,5,103,3144
5,5,103,3138
6,5,103,3795
1,6,103,1253
2,6,103,1477
3,6,103,1639
4,6,103,1723
5,6,103,1757
6,6,103,2122
1,7,103,2952
2,7,103,3214
3,7,103,3645
4,7,103,3947
5,7,103,3985
6,7,103,4652
1,8,103,2374
2,8,103,2580
3,8,103,2924
4,8,103,3156
5,8,103,3167
6,8,103,3787
1,1,104,2401
2,1,104,2623
3,1,104,2942
4,1,104,3121
5,1,104,3106
6,1,104,3705
1,2,104,1505
2,2,104,1633
3,2,104,1858
4,2,104,1912
5,2,104,1908
6,2,104,2360
1,3,104,1168
2,3,104,1337
3,3,104,1454
4,3,104,1620
5,3,104,1590
6,3,104,1898
1,4,104,3990
2,4,104,4312
3,4,104,4767
4,4,104,5265
5,4,104,5210
6,4,104,6028
1,5,104,2389
2,5,104,2635
3,5,104,2886
4,5,104,3189
5,5,104,3106
6,5,104,3732
1,6,104,1304
2,6,104,1493
3,6,104,1642
4,6,104,1799
5,6,104,1746
6,6,104,2113
1,7,104,3001
2,7,104,3243
3,7,104,3622
4,7,104,3923
5,7,104,3982
6,7,104,4696
1,8,104,2389
2,8,104,2570
3,8,104,2895
4,8,104,3180
5,8,104,3170
6,8,104,3710
1,1,105,2444
2,1,105,2550
3,1,105,2851
4,1,105,3175
5,1,105,3176
6,1,105,3762
1,2,105,1529
2,2,105,1635
3,2,105,1801
4,2,105,1965
5,2,105,1951
6,2,105,2324
1,3,105,1236
2,3,105,1287
3,3,105,1440
4,3,105,1535
5,3,105,1543
6,3,105,1870
1,4,105,4022
2,4,105,4298
3,4,105,4802
4,4,105,5262
5,4,105,5252
6,4,105,5956
1,5,105,2388
2,5,105,2561
3,5,105,2902
4,5,105,3148
5,5,105,3143
6,5,105,3704
1,6,105,1305
2,6,105,1457
3,6,105,1634
4,6,105,1765
5,6,105,1719
6,6,105,2145
1,7,105,2968
2,7,105,3299
3,7,105,3619
4,7,105,3914
5,7,105,3900
6,7,105,4643
1,8,105,2388
2,8,105,2550
3,8,105,2866
4,8,105,3195
5,8,105,3168
6,8,105,3793
1,1,106,2429
2,1,106,2632
3,1,106,2909
4,1,106,3101
5,1,106,3197
6,1,106,3772
1,2,106,1536
2,2,106,1669
3,2,106,1865
4,2,106,1949
5,2,106,1918
6,2,106,2387
1,3,106,1241
2,3,106,1334
3,3,106,1473
4,3,106,1605
5,3,106,1619
6,3,106,1827
1,4,106,4029
2,4,106,4326
3,4,106,4803
4,4,106,5237
5,4,106,5289
6,4,106,6024
1,5,106,2371
2,5,106,2595
3,5,106,2875
4,5,106,3190
5,5,106,3130
6,5,106,3764
1,6,106,1308
2,6,106,1497
3,6,106,1581
4,6,106,1735
5,6,106,1790
6,6,106,2072
1,7,106,2963
2,7,106,3210
3,7,106,3687
4,7,106,3990
5,7,106,3912
6,7,106,4613
1,8,106,2382
2,8,106,2641
3,8,106,2894
4,8,106,3165
5,8,106,3178
6,8,106,3797
1,1,107,2362
2,1,107,2563
3,1,107,2939
4,1,107,3197
5,1,107,3200
6,1,107,3706
1,2,107,1492
2,2,107,1642
3,2,107,1895
4,2,107,1959
5,2,107,1952
6,2,107,2395
1,3,107,1173
2,3,107,1300
3,3,107,1460
4,3,107,1601
5,3,107,1565
6,3,107,1852
1,4,107,4031
2,4,107,4270
3,4,107,4832
4,4,107,5205
5,4,107,5275
6,4,107,6044
1,5,107,2444
2,5,107,2581
3,5,107,2881
4,5,107,3187
5,5,107,3177
6,5,107,3769
1,6,107,1329
2,6,107,1425
3,6,107,1575
4,6,107,1782
5,6,107,1736
6,6,107,2121
1,7,107,3042
2,7,107,3255
3,7,107,3630
4,7,107,3959
5,7,107,3913
6,7,107,4620
1,8,107,2406
2,8,107,2567
3,8,107,2924
4,8,107,3142
5,8,107,3120
6,8,107,3787
1,1,108,2410
2,1,108,2596
3,1,108,2857
4,1,108,3127
5,1,108,3138
6,1,108,3764
1,2,108,1475
2,2,108,1681
3,2,108,1845
4,2,108,1952
5,2,108,1907
6,2,108,2358
1,3,108,1201
2,3,108,1250
3,3,108,1426
4,3,108,1542
5,3,108,1579
6,3,108,1882
1,4,108,3952
2,4,108,4281
3,4,108,4797
4,4,108,5269
5,4,108,5288
6,4,108,5996
1,5,108,2390
2,5,108,2592
3,5,108,2938
4,5,108,3128
5,5,108,3156
6,5,108,3767
1,6,108,1308
2,6,108,1451
3,6,108,1584
4,6,108,1711
5,6,108,1742
6,6,108,2051
1,7,108,3036
2,7,108,3279
3,7,108,3654
4,7,108,3903
5,7,108,3945
6,7,108,4646
1,8,108,2359
2,8,108,2636
3,8,108,2879
4,8,108,3105
5,8,108,3145
6,8,108,3798
1,1,109,2434
2,1,109,2587
3,1,109,2908
4,1,109,3145
5,1,109,3172
6,1,109,3744
1,2,109,1491
2,2,109,1662
3,2,109,1801
4,2,109,1966
5,2,109,1980
6,2,109,2315
1,3,109,1209
2,3,109,1290
3,3,109,1466
4,3,109,1542
5,3,109,1618
6,3,109,1867
1,4,109,3953
2,4,109,4259
3,4,109,4838
4,4,109,5241
5,4,109,5222
6,4,109,6038
1,5,109,2389
2,5,109,2638
3,5,109,2942
4,5,109,3192
5,5,109,3142
6,5,109,3793
1,6,109,1349
2,6,109,1475
3,6,109,1578
4,6,109,1710
5,6,109,1703
6,6,109,2126
1,7,109,3017
2,7,109,3246
3,7,109,3606
4,7,109,4000
5,7,109,3947
6,7,109,4652
1,8,109,2416
2,8,109,2582
3,8,109,2864
4,8,109,3111
5,8,109,3136
6,8,109,3764
1,1,110,2371
2,1,110,2574
3,1,110,2942
4,1,110,3145
5,1,110,3118
6,1,110,3706
1,2,110,1524
2,2,110,1648
3,2,110,1851
4,2,110,1981
5,2,110,1920
6,2,110,2341
1,3,110,1165
2,3,110,1306
3,3,110,1412
4,3,110,1552
5,3,110,1617
6,3,110,1902
1,4,110,4002
2,4,110,4294
3,4,110,4756
4,4,110,5273
5,4,110,5230
6,4,110,5953
1,5,110,2415
2,5,110,2602
3,5,110,2885
4,5,110,3151
5,5,110,3175
6,5,110,3783
1,6,110,1307
2,6,110,1450
3,6,110,1645
4,6,110,1777
5,6,110,1718
6,6,110,2120
1,7,110,3023
2,7,110,3296
3,7,110,3700
4,7,110,3925
5,7,110,3962
6,7,110,4624
1,8,110,2394
2,8,110,2573
3,8,110,2851
4,8,110,3174
5,8,110,3110
6,8,110,3769
1,1,111,2394
2,1,111,2580
3,1,111,2852
4,1,111,3199
5,1,111,3148
6,1,111,3701
1,2,111,1487
2,2,111,1690
3,2,111,1854
4,2,111,1975
5,2,111,1940
6,2,111,2329
1,3,111,1168
2,3,111,1332
3,3,111,1460
4,3,111,1605
5,3,111,1596
6,3,111,1921
1,4,111,3990
2,4,111,4263
3,4,111,4797
4,4,111,5204
5,4,111,5255
6,4,111,6044
1,5,111,2403
2,5,111,2629
3,5,111,2934
4,5,111,3195
5,5,111,3103
6,5,111,3760
1,6,111,1315
2,6,111,1467
3,6,111,1606
4,6,111,1736
5,6,111,1785
6,6,111,2056
1,7,111,3003
2,7,111,3276
3,7,111,3621
4,7,111,3938
5,7,111,3932
6,7,111,4622
1,8,111,2434
2,8,111,2558
3,8,111,2940
4,8,111,3138
5,8,111,3165
6,8,111,3799
1,1,112,2389
2,1,112,2556
3,1,112,2879
4,1,112,3199
5,1,112,3122
6,1,112,3793
1,2,112,1471
2,2,112,1669
3,2,112,1812
4,2,112,1963
5,2,112,1931
6,2,112,2304
1,3,112,1235
2,3,112,1329
3,3,112,1466
4,3,112,1588
5,3,112,1533
6,3,112,1879
1,4,112,3976
2,4,112,4286
3,4,112,4760
4,4,112,5206
5,4,112,5296
6,4,112,5980
1,5,112,2385
2,5,112,2605
3,5,112,2935
4,5,112,3197
5,5,112,3148
6,5,112,3728
1,6,112,1266
2,6,112,1480
3,6,112,1560
4,6,112,1757
5,6,112,1778
6,6,112,2086
1,7,112,2956
2,7,112,3241
3,7,112,3651
4,7,112,3947
5,7,112,3933
6,7,112,4694
1,8,112,2425
2,8,112,2592
3,8,112,2858
4,8,112,3103
5,8,112,3122
6,8,112,3732
1,1,113,2401
2,1,113,2609
3,1,113,2875
4,1,113,3168
5,1,113,3106
6,1,113,3799
1,2,113,1507
2,2,113,1622
3,2,113,1891
4,2,113,1998
5,2,113,1928
6,2,113,2367
1,3,113,1207
2,3,113,1280
3,3,113,1497
4,3,113,1582
5,3,113,1544
6,3,113,1848
1,4,113,3969
2,4,113,4302
3,4,113,4825
4,4,113,5285
5,4,113,5248
6,4,113,6004
1,5,113,2428
2,5,113,2625
3,5,113,2875
4,5,113,3128
5,5,113,3179
6,5,113,3732
1,6,113,1301
2,6,113,1449
3,6,113,1631
4,6,113,1784
5,6,113,1790
6,6,113,2066
1,7,113,3030
2,7,113,3269
3,7,113,3669
4,7,113,3917
5,7,113,3970
6,7,113,4667
1,8,113,2405
2,8,113,2608
3,8,113,2885
4,8,113,3163
5,8,113,3164
6,8,113,3710
1,1,114,2372
2,1,114,2604
3,1,114,2855
4,1,114,3190
5,1,114,3181
6,1,114,3797
1,2,114,1485
2,2,114,1693
3,2,114,1863
4,2,114,1967
5,2,114,1956
6,2,114,2326
1,3,114,1187
2,3,114,1334
3,3,114,1452
4,3,114,1570
5,3,114,1565
6,3,114,1920
1,4,114,3958
2,4,114,4339
3,4,114,4835
4,4,114,5253
5,4,114,5231
6,4,114,5993
1,5,114,2442
2,5,114,2579
3,5,114,2912
4,5,114,3176
5,5,114,3182
6,5,114,3770
1,6,114,1326
2,6,114,1442
3,6,114,1649
4,6,114,1737
5,6,114,1771
6,6,114,2113
1,7,114,3039
2,7,114,3245
3,7,114,3622
4,7,114,3969
5,7,114,3968
6,7,114,4692
1,8,114,2425
2,8,114,2590
3,8,114,2890
4,8,114,3153
5,8,114,3152
6,8,114,3743
1,1,115,2361
2,1,115,2607
3,1,115,2867
4,1,115,3191
5,1,115,3113
6,1,115,3795
1,2,115,1489
2,2,115,1629
3,2,115,1899
4,2,115,1991
5,2,115,1987
6,2,115,2316
1,3,115,1206
2,3,115,1257
3,3,115,1424
4,3,115,1539
5,3,115,1569
6,3,115,1920
1,4,115,3978
2,4,115,4342
3,4,115,4751
4,4,115,5296
5,4,115,5214
6,4,115,5986
1,5,115,2405
2,5,115,2601
3,5,115,2874
4,5,115,3135
5,5,115,3123
6,5,115,3782
1,6,115,1262
2,6,115,1429
3,6,115,1648
4,6,115,1741
5,6,115,1765
6,6,115,2088
1,7,115,2960
2,7,115,3241
3,7,115,3678
4,7,115,3920
5,7,115,3906
6,7,115,4669
1,8,115,2398
2,8,115,2570
3,8,115,2938
4,8,115,3172
5,8,115,3170
6,8,115,3716
1,1,116,2396
2,1,116,2563
3,1,116,2883
4,1,116,3194
5,1,116,3144
6,1,116,3715
1,2,116,1494
2,2,116,1695
3,2,116,1819
4,2,116,1919
5,2,116,1926
6,2,116,2343
1,3,116,1250
2,3,116,1284
3,3,116,1474
4,3,116,1576
5,3,116,1564
6,3,116,1860
1,4,116,4026
2,4,116,4269
3,4,116,4786
4,4,116,5238
5,4,116,5213
6,4,116,5956
1,5,116,2417
2,5,116,2583
3,5,116,2907
4,5,116,3128
5,5,116,3170
6,5,116,3786
1,6,116,1250
2,6,116,1500
3,6,116,1555
4,6,116,1713
5,6,116,1763
6,6,116,2077
1,7,116,3027
2,7,116,3202
3,7,116,3688
4,7,116,3946
5,7,116,3906
6,7,116,4626
1,8,116,2386
2,8,116,2617
3,8,116,2857
4,8,116,3122
5,8,116,3151
6,8,116,3784
1,1,117,2365
2,1,117,2629
3,1,117,2880
4,1,117,3140
5,1,117,3133
6,1,117,3753
1,2,117,1512
2,2,117,1657
3,2,117,1827
4,2,117,1920
5,2,117,1974
6,2,117,2325
1,3,117,1151
2,3,117,1296
3,3,117,1494
4,3,117,1620
5,3,117,1549
6,3,117,1876
1,4,117,4011
2,4,117,4320
3,4,117,4773
4,4,117,5205
5,4,117,5293
6,4,117,5963
1,5,117,2421
2,5,117,2592
3,5,117,2939
4,5,117,3171
5,5,117,3194
6,5,117,3728
1,6,117,1284
2,6,117,1439
3,6,117,1589
4,6,117,1774
5,6,117,1718
6,6,117,2129
1,7,117,3044
2,7,117,3224
3,7,117,3692
4,7,117,3940
5,7,117,3918
6,7,117,4651
1,8,117,2375
2,8,117,2626
3,8,117,2868
4,8,117,3158
5,8,117,3197
6,8,117,3760
1,1,118,2439
2,1,118,2595
3,1,118,2931
4,1,118,3154
5,1,118,3177
6,1,118,3767
1,2,118,1463
2,2,118,1635
3,2,118,1844
4,2,118,1935
5,2,118,1977
6,2,118,2318
1,3,118,1218
2,3,118,1296
3,3,118,1414
4,3,118,1532
5,3,118,1536
6,3,118,1847
1,4,118,3986
2,4,118,4305
3,4,118,4790
4,4,118,5291
5,4,118,5247
6,4,118,5958
1,5,118,2354
2,5,118,2612
3,5,118,2882
4,5,118,3157
5,5,118,3153
6,5,118,3750
1,6,118,1312
2,6,118,1486
3,6,118,1618
4,6,118,1744
5,6,118,1733
6,6,118,2080
1,7,118,3035
2,7,118,3205
3,7,118,3617
4,7,118,3926
5,7,118,3957
6,7,118,4617
1,8,118,2418
2,8,118,2555
3,8,118,2879
4,8,118,3127
5,8,118,3127
6,8,118,3704
1,1,119,2450
2,1,119,2609
3,1,119,2871
4,1,119,3179
5,1,119,3116
6,1,119,3727
1,2,119,1492
2,2,119,1679
3,2,119,1879
4,2,119,1967
5,2,119,1969
6,2,119,2359
1,3,119,1170
2,3,119,1325
3,3,119,1415
4,3,119,1606
5,3,119,1535
6,3,119,1881
1,4,119,4038
2,4,119,4256
3,4,119,4805
4,4,119,5231
5,4,119,5239
6,4,119,5963
1,5,119,2400
2,5,119,2629
3,5,119,2935
4,5,119,3170
5,5,119,3110
6,5,119,3716
1,6,119,1321
2,6,119,1430
3,6,119,1613
4,6,119,1768
5,6,119,1784
6,6,119,2097
1,7,119,2986
2,7,119,3202
3,7,119,3613
4,7,119,3946
5,7,119,3969
6,7,119,4617
1,8,119,2375
2,8,119,2603
3,8,119,2933
4,8,119,3140
5,8,119,3155
6,8,119,3749
1,1,120,2414
2,1,120,2582
3,1,120,2918
4,1,120,3195
5,1,120,3112
6,1,120,3786
1,2,120,1450
2,2,120,1654
3,2,120,1879
4,2,120,1918
5,2,120,1991
6,2,120,2333
1,3,120,1235
2,3,120,1305
3,3,120,1486
4,3,120,1571
5,3,120,1615
6,3,120,1887
1,4,120,3968
2,4,120,4303
3,4,120,4768
4,4,120,5227
5,4,120,5256
6,4,120,5975
1,5,120,2444
2,5,120,2640
3,5,120,2921
4,5,120,3121
5,5,120,3167
6,5,120,3785
1,6,120,1313
2,6,120,1444
3,6,120,1577
4,6,120,1744
5,6,120,1790
6,6,120,2085
1,7,120,3039
2,7,120,3285
3,7,120,3612
4,7,120,3924
5,7,120,3978
6,7,120,4638
1,8,120,2412
2,8,120,2580
3,8,120,2912
4,8,120,3157
5,8,120,3128
6,8,120,3720
1,1,121,2389
2,1,121,2615
3,1,121,2948
4,1,121,3139
5,1,121,3175
6,1,121,3791
1,2,121,1527
2,2,121,1697
3,2,121,1801
4,2,121,1990
5,2,121,1977
6,2,121,2333
1,3,121,1220
2,3,121,1343
3,3,121,1472
4,3,121,1571
5,3,121,1572
6,3,121,1912
1,4,121,4024
2,4,121,4250
3,4,121,4824
4,4,121,5261
5,4,121,5259
6,4,121,5998
1,5,121,2431
2,5,121,2585
3,5,121,2948
4,5,121,3188
5,5,121,3135
6,5,121,3782
1,6,121,1261
2,6,121,1496
3,6,121,1560
4,6,121,1797
5,6,121,1730
6,6,121,2095
1,7,121,3005
2,7,121,3201
3,7,121,3663
4,7,121,3919
5,7,121,3994
6,7,121,4611
1,8,121,2429
2,8,121,2557
3,8,121,2861
4,8,121,3189
5,8,121,3190
6,8,121,3765
1,1,122,2362
2,1,122,2619
3,1,122,2900
4,1,122,3154
5,1,122,3186
6,1,122,3728
1,2,122,1455
2,2,122,1626
3,2,122,1860
4,2,122,1927
5,2,122,1932
6,2,122,2356
1,3,122,1172
2,3,122,1346
3,3,122,1414
4,3,122,1555
5,3,122,1620
6,3,122,1851
1,4,122,3960
2,4,122,4311
3,4,122,4797
4,4,122,5263
5,4,122,5258
6,4,122,6044
1,5,122,2392
2,5,122,2591
3,5,122,2883
4,5,122,3169
5,5,122,3185
6,5,122,3770
1,6,122,1309
2,6,122,1403
3,6,122,1555
4,6,122,1713
5,6,122,1730
6,6,122,2082
1,7,122,3030
2,7,122,3264
3,7,122,3674
4,7,122,3915
5,7,122,3918
6,7,122,4675
1,8,122,2420
2,8,122,2553
3,8,122,2888
4,8,122,3164
5,8,122,3142
6,8,122,3718
1,1,123,2398
2,1,123,2552
3,1,123,2927
4,1,123,3109
5,1,123,3189
6,1,123,3708
1,2,123,1524
2,2,123,1651
3,2,123,1835
4,2,123,1970
5,2,123,1915
6,2,123,2309
1,3,123,1205
2,3,123,1264
3,3,123,1421
4,3,123,1606
5,3,123,1617
6,3,123,1833
1,4,123,4016
2,4,123,4343
3,4,123,4752
4,4,123,5203
5,4,123,5259
6,4,123,6010
1,5,123,2395
2,5,123,2604
3,5,123,2869
4,5,123,3153
5,5,123,3138
6,5,123,3777
1,6,123,1348
2,6,123,1420
3,6,123,1612
4,6,123,1778
5,6,123,1716
6,6,123,2146
1,7,123,3039
2,7,123,3237
3,7,123,3623
4,7,123,3968
5,7,123,3973
6,7,123,4686
1,8,123,2440
2,8,123,2594
3,8,123,2887
4,8,123,3184
5,8,123,3142
6,8,123,3762
1,1,124,2379
2,1,124,2600
3,1,124,2923
4,1,124,3101
5,1,124,3121
6,1,124,3737
1,2,124,1453
2,2,124,1612
3,2,124,1841
4,2,124,1960
5,2,124,1931
6,2,124,2395
1,3,124,1248
2,3,124,1290
3,3,124,1414
4,3,124,1604
5,3,124,1610
6,3,124,1862
1,4,124,3982
2,4,124,4303
3,4,124,4800
4,4,124,5243
5,4,124,5285
6,4,124,6011
1,5,124,2364
2,5,124,2586
3,5,124,2911
4,5,124,3157
5,5,124,3196
6,5,124,3772
1,6,124,1271
2,6,124,1499
3,6,124,1558
4,6,124,1735
5,6,124,1708
6,6,124,2131
1,7,124,2976
2,7,124,3266
3,7,124,3674
4,7,124,3987
5,7,124,3958
6,7,124,4612
1,8,124,2448
2,8,124,2570
3,8,124,2865
4,8,124,3123
5,8,124,3104
6,8,124,3737
1,1,125,2428
2,1,125,2644
3,1,125,2890
4,1,125,3102
5,1,125,3120
6,1,125,3733
1,2,125,1466
2,2,125,1656
3,2,125,1871
4,2,125,1932
5,2,125,1985
6,2,125,2308
1,3,125,1186
2,3,125,1279
3,3,125,1426
4,3,125,1541
5,3,125,1618
6,3,125,1887
1,4,125,4046
2,4,125,4291
3,4,125,4843
4,4,125,5291
5,4,125,5206
6,4,125,6010
1,5,125,2412
2,5,125,2571
3,5,125,2869
4,5,125,3108
5,5,125,3123
6,5,125,3728
1,6,125,1286
2,6,125,1416
3,6,125,1564
4,6,125,1711
5,6,125,1719
6,6,125,2137
1,7,125,2996
2,7,125,3261
3,7,125,3651
4,7,125,3925
5,7,125,3939
6,7,125,4602
1,8,125,2427
2,8,125,2560
3,8,125,2866
4,8,125,3134
5,8,125,3176
6,8,125,3735
1,1,126,2352
2,1,126,2647
3,1,126,2889
4,1,126,3188
5,1,126,3189
6,1,126,3754
1,2,126,1517
2,2,126,1632
3,2,126,1893
4,2,126,1942
5,2,126,1951
6,2,126,2329
1,3,126,1197
2,3,126,1289
3,3,126,1409
4,3,126,1532
5,3,126,1529
6,3,126,1885
1,4,126,3955
2,4,126,4274
3,4,126,4773
4,4,126,5212
5,4,126,5287
6,4,126,5958
1,5,126,2387
2,5,126,2556
3,5,126,2945
4,5,126,3197
5,5,126,3125
6,5,126,3725
1,6,126,1288
2,6,126,1427
3,6,126,1574
4,6,126,1766
5,6,126,1735
6,6,126,2095
1,7,126,2998
2,7,126,3294
3,7,126,3697
4,7,126,3923
5,7,126,3917
6,7,126,4655
1,8,126,2430
2,8,126,2650
3,8,126,2894
4,8,126,3152
5,8,126,3180
6,8,126,3797
1,1,127,2366
2,1,127,2612
3,1,127,2877
4,1,127,3200
5,1,127,3165
6,1,127,3744
1,2,127,1466
2,2,127,1600
3,2,127,1893
4,2,127,1992
5,2,127,1992
6,2,127,2396
1,3,127,1178
2,3,127,1250
3,3,127,1463
4,3,127,1587
5,3,127,1559
6,3,127,1870
1,4,127,4024
2,4,127,4274
3,4,127,4779
4,4,127,5206
5,4,127,5300
6,4,127,6006
1,5,127,2413
2,5,127,2640
3,5,127,2909
4,5,127,3143
5,5,127,3110
6,5,127,3793
1,6,127,1329
2,6,127,1410
3,6,127,1647
4,6,127,1736
5,6,127,1796
6,6,127,2104
1,7,127,3003
2,7,127,3230
3,7,127,3622
4,7,127,3991
5,7,127,3990
6,7,127,4647
1,8,127,2433
2,8,127,2620
3,8,127,2941
4,8,127,3200
5,8,127,3122
6,8,127,3718
1,1,128,2446
2,1,128,2583
3,1,128,2950
4,1,128,3100
5,1,128,3158
6,1,128,3741
1,2,128,1487
2,2,128,1686
3,2,128,1874
4,2,128,1929
5,2,128,1992
6,2,128,2312
1,3,128,1227
2,3,128,1250
3,3,128,1474
4,3,128,1532
5,3,128,1624
6,3,128,1837
1,4,128,4006
2,4,128,4343
3,4,128,4781
4,4,128,5230
5,4,128,5282
6,4,128,6042
1,5,128,2350
2,5,128,2624
3,5,128,2910
4,5,128,3158
5,5,128,3107
6,5,128,3702
1,6,128,1281
2,6,128,1419
3,6,128,1601
4,6,128,1722
5,6,128,1719
6,6,128,2132
1,7,128,2960
2,7,128,3220
3,7,128,3602
4,7,128,3938
5,7,128,3923
6,7,128,4698
1,8,128,2386
2,8,128,2642
3,8,128,2916
4,8,128,3199
5,8,128,3144
6,8,128,3726
1,1,129,2432
2,1,129,2588
3,1,129,2866
4,1,129,3103
5,1,129,3188
6,1,129,3754
1,2,129,1509
2,2,129,1630
3,2,129,1886
4,2,129,1907
5,2,129,1950
6,2,129,2312
1,3,129,1232
2,3,129,1311
3,3,129,1449
4,3,129,1573
5,3,129,1580
6,3,129,1883
1,4,129,4038
2,4,129,4267
3,4,129,4787
4,4,129,5300
5,4,129,5285
6,4,129,5960
1,5,129,2366
2,5,129,2556
3,5,129,2921
4,5,129,3131
5,5,129,3187
6,5,129,3764
1,6,129,1268
2,6,129,1495
3,6,129,1622
4,6,129,1773
5,6,129,1795
6,6,129,2139
1,7,129,2967
2,7,129,3240
3,7,129,3658
4,7,129,3903
5,7,129,3941
6,7,129,4633
1,8,129,2391
2,8,129,2569
3,8,129,2895
4,8,129,3105
5,8,129,3120
6,8,129,3785
1,1,130,2443
2,1,130,2583
3,1,130,2889
4,1,130,3138
5,1,130,3132
6,1,130,3760
1,2,130,1509
2,2,130,1683
3,2,130,1833
4,2,130,1917
5,2,130,1949
6,2,130,2382
1,3,130,1185
2,3,130,1315
3,3,130,1418
4,3,130,1579
5,3,130,1549
6,3,130,1866
1,4,130,4048
2,4,130,4293
3,4,130,4758
4,4,130,5260
5,4,130,5201
6,4,130,5998
1,5,130,2363
2,5,130,2568
3,5,130,2864
4,5,130,3170
5,5,130,3120
6,5,130,3738
1,6,130,1273
2,6,130,1463
3,6,130,1599
4,6,130,1778
5,6,130,1757
6,6,130,2106
1,7,130,3001
2,7,130,3263
3,7,130,3665
4,7,130,3941
5,7,130,3907
6,7,130,4687
1,8,130,2420
2,8,130,2639
3,8,130,2947
4,8,130,3188
5,8,130,3172
6,8,130,3769
1,1,131,2409
2,1,131,2627
3,1,131,2855
4,1,131,3132
5,1,131,3131
6,1,131,3710
1,2,131,1547
2,2,131,1637
3,2,131,1848
4,2,131,1910
5,2,131,1994
6,2,131,2371
1,3,131,1222
2,3,131,1271
3,3,131,1462
4,3,131,1615
5,3,131,1542
6,3,131,1902
1,4,131,3976
2,4,131,4289
3,4,131,4782
4,4,131,5288
5,4,131,5210
6,4,131,6027
1,5,131,2433
2,5,131,2612
3,5,131,2936
4,5,131,3151
5,5,131,3164
6,5,131,3735
1,6,131,1285
2,6,131,1466
3,6,131,1612
4,6,131,1722
5,6,131,1735
6,6,131,2126
1,7,131,3044
2,7,131,3281
3,7,131,3631
4,7,131,3962
5,7,131,3918
6,7,131,4621
1,8,131,2448
2,8,131,2618
3,8,131,2871
4,8,131,3153
5,8,131,3126
6,8,131,3702
1,1,132,2354
2,1,132,2608
3,1,132,2914
4,1,132,3134
5,1,132,3124
6,1,132,3750
1,2,132,1478
2,2,132,1668
3,2,132,1808
4,2,132,1951
5,2,132,1935
6,2,132,2332
1,3,132,1244
2,3,132,1285
3,3,132,1473
4,3,132,1581
5,3,132,1598
6,3,132,1851
1,4,132,4031
2,4,132,4300
3,4,132,4843
4,4,132,5280
5,4,132,5296
6,4,132,5956
1,5,132,2392
2,5,132,2605
3,5,132,2941
4,5,132,3136
5,5,132,3111
6,5,132,3728
1,6,132,1280
2,6,132,1435
3,6,132,1579
4,6,132,1752
5,6,132,1766
6,6,132,2109
1,7,132,3001
2,7,132,3271
3,7,132,3603
4,7,132,3977
5,7,132,3952
